Ordre de travail;Staut Ordre de travail;Service;Description;Equipment;Nom Equipement;date enregistrement;Noeud Parent;Nom_parent;Classification Equipement;Date début;Date Fin;Modèle OT;Type OT 
OT236571;clôturé;méc*;changement joint pompe retour NEP;PFC104;Serac A (DmxR12T12/540 série M06-OF64);27/02/2019 12:50;PFC1;conditionnement 1;Mec;27/02/2019;27/02/2019;;correctif planifié
OT236572;clôturé;Etm;Protection rouleau d'encre est cassé;;;;;;;;;;
OT236573;clôturé;Etm;Guide de déchet est cassé;;;;;;;;;;
OT236574;clôturé;Etm;Perturbation du poid lors du production ;;;;;;;;;;
OT236575;clôturé;Etm;Défaut ouverture boite de chauffe supérieur;;;;;;;;;;
OT236577;clôturé;Etm;Fuite eau au niveau vanne P3I1XV91 d'arrivée d'eau pasto 3 au cours de production;;;;;;;;;;
OT236578;clôturé;Etm;Prolongation du purgeur vapeur dessous TM 6et 7 vers siphon;;;;;;;;;;
OT236579;clôturé;Etm;Point soudure au niveau ligne soutirage TP vers pasto 6;;;;;;;;;;
OT236580;clôturé;Etm;Mauvaise fixation ,plaque dattage;;;;;;;;;;
OT236666;en cours INV;MECANIQUE;réparation barre de soudure;ULPRPS0207;FARDELEUSE;;ULPRPS02;BOUTEILLE;;28/02/2019;28/02/2019;;correctif planifié
OT236667;clôturé;PROD;CHANGEMENT MEMBRANE;PFC101;ERCA 1 (EF320L série 39306);28/02/2019 12:52;PFC1;conditionnement 1;Mec;28/02/2019;28/02/2019;;correctif planifié
OT236668;clôturé;méc*;reparation convoyeur ;PFC101;ERCA 1 (EF320L série 39306);28/02/2019 12:53;PFC1;conditionnement 1;Mec;28/02/2019;28/02/2019;;correctif planifié
OT236669;clôturé;méc;centrage circuit produit suite defaut tremie;PFC107;Serac B (DmxR12T12/540 série M12-OM24);28/02/2019 06:13;PFC1;conditionnement 1;Mec;28/02/2019;28/02/2019;;correctif planifié
OT236680;en cours INV;energetique;changement filtres;ULUTTE010502;osmoseurs d'eaux n2;;ULUTTE0105;OSMOSEURS EAUX;Mec;26/02/2019;26/02/2019;;correctif planifié
OT236681;clôturé;méc;reparation defaut ouverture et fermeture vanne soutirage fruit C1 au temps de production;PFC104;Serac A (DmxR12T12/540 série M06-OF64);27/02/2019 06:53;PFC1;conditionnement 1;Mec;27/02/2019;27/02/2019;;correctif planifié
OT236682;en cours INV;energetique;changement des joints;ULUTTE010503;OSMOSEUR EAU N°3;;ULUTTE0105;OSMOSEURS EAUX;;25/02/2019;26/02/2019;;correctif planifié
OT236683;en cours INV;electrique;changement pompe;ULPRPT06;PASTO LAIT N2;;ULPRPT;TRAITEMENT;Mec;27/02/2019;27/02/2019;;correctif non planifié
OT236685;en cours INV;energetique;revision pompe lavage press;ULUTEU0207;PRESSE A BANDE;;ULUTEU02;STATION EAUX USEES B;;25/02/2019;25/02/2019;;correctif planifié
OT236687;en cours INV;mecanique;changement raccord reglable.changemnt kit;ULPRPS0101;EXTRUDEUSE;;ULPRPS01;FABRICATION BOUTEILLE;;26/02/2019;26/02/2019;;correctif non planifié
OT236690;clôturé;prod;changement chaussette et membrane ;PFC205;ERCA Pate Fraiche (MF7 série 29413);28/02/2019 12:54;PFC2;Conditionnement 2;;28/02/2019;28/02/2019;;correctif planifié
OT236692;clôturé;méc*;fixation cage;PFC203;ERCA dessert 2 (MF14 série 26016);28/02/2019 12:55;PFC2;Conditionnement 2;;28/02/2019;28/02/2019;;correctif planifié
OT236693;en cours INV;MECANIQUE;ELIMINATION FOUILLARD;ULPRPF0201;ELOPAK;;ULPRPF02;LBEN RAIB;Mec;27/02/2019;27/02/2019;;correctif non planifié
OT236718;en cours INV;MECANIQUE;CHANGEMENT GARNITURE POMPE  PCM;ULPRPT0604;PASTO CREME;;ULPRPT06;PASTO LAIT N2;;01/03/2019;01/03/2019;;correctif non planifié
OT236719;en cours INV;ELECTRIQUE;CHAGEMENT FICHE VAMPIRE;ULPRPT0402;COULOIRE N°2 LAIT PASTORISE;;ULPRPT04;STOCKAGE LAIT PASTORISE;;28/02/2019;28/02/2019;;correctif non planifié
OT236722;en cours INV;ENERGETIQUE;CHANGEMENT PURGEUR;ULUTAC0401;BALLON D'AIR N° 1;;ULUTAC04;BALLONS D'AIR;ENERG;01/03/2019;01/03/2019;;correctif non planifié
OT236813;clôturé;Eté;Téte vidéo jet Galdi attaché avec du scotch merci de faire le necessaire;;;;;;;;;;
OT236835;clôturé;Eté;Boite électrique coté coude sortie bac retour NEP Galdi n'est pas fixer;;;;;;;;;;
OT236836;clôturé;Eté;Extracteur incentie coté ERCA dessert 1 est ouvert ;;;;;;;;;;
OT236837;clôturé;Eté;Molure dessous tapis sortie ERCA1 est démonté;;;;;;;;;;
OT236869;clôturé;Etm;Cadre filtre flux laminaire n'est pas bien fixé (pas de vis de fixation);;;;;;;;;;
OT236891;clôturé;Etm;Fuite du lait au niveau conduit côté porte de secours poudrage 3;;;;;;;;;;
OT236892;clôturé;Etm;Fuite produit du vanne M466XVB02 soutirage TM16 vers galdi;;;;;;;;;;
OT236893;clôturé;Etm;Problème au niveau poste soudure et plaque étirement suite bouchage du refroidisseur ;;;;;;;;;;
OT236894;clôturé;méc;montage gain textile maturation;PFG309;Les Gaines Textile;28/02/2019 10:00;PFG3;Atelier CTA 1;;28/02/2019;28/02/2019;;correctif non planifié
OT236895;clôturé;Eté;interrupteur endommagé dans la salle conditionnement 1 coté porte monté rapide;;;;;;;;;;
OT236896;clôturé;méc;reparation probleme ecrasement sous presse decoupe (reglage limiteur de pression des verins etirement opercule);PFC103;ERCA 3 (EF320L série 37212);01/03/2019 12:30;PFC1;conditionnement 1;Mec;28/02/2019;28/02/2019;;correctif planifié
OT236897;en cours INV;ELECTRIQUE;Défaut soudure A.F===>changement la résistance;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;02/03/2019;02/03/2019;;correctif non planifié
OT236899;en cours INV;MECANIQUE;changement rouleau contre pression;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;01/03/2019;01/03/2019;;correctif planifié
OT236904;en cours INV;ELECTRIQUE;défaut température chauffage principale==>changement les sondes de température;ULPRPH0101;STEREDIAL;;ULPRPH01;UHT A;Mec;01/03/2019;01/03/2019;;correctif non planifié
OT236969;clôturé;élec;changement capteur inductif ;PFM111;Tableau de pontage;02/03/2019 12:56;PFM1;Maturation;Elec;02/03/2019;02/03/2019;;correctif planifié
OT236970;clôturé;méc;reparation probleme came decoupe;PFC103;ERCA 3 (EF320L série 37212);01/03/2019 12:57;PFC1;conditionnement 1;Mec;01/03/2019;01/03/2019;;correctif non planifié
OT236971;clôturé;méc;pinceau;PFG305;CTA suremballage 1 (CCH30);02/03/2019 12:58;PFG3;Atelier CTA 1;Mec;02/03/2019;02/03/2019;;correctif planifié
OT236972;clôturé;prod;changement flexible  pompe arôme;PFC103;ERCA 3 (EF320L série 37212);02/03/2019 12:34;PFC1;conditionnement 1;Mec;02/03/2019;02/03/2019;;correctif planifié
OT236983;en cours INV;energetique;hangement vanne;ULUTTE010701;filtres eau de process usine lait;;ULUTTE0107;CIRCUIT EAU DE PROCESS;Mec;03/03/2019;03/03/2019;;correctif planifié
OT236984;en cours INV;energetique;elimination fuite vapeur;ULUTVP0103;CIRCUIT ENVOI VAPEUR;;ULUTVP01;PRODUCTION VAPEUR;Mec;02/03/2019;02/03/2019;;correctif planifié
OT236985;en cours INV;electrique;changement ploc festo;ULPRPT0601;PASTO LAIT 18000L/H SPX;;ULPRPT06;PASTO LAIT N2;;03/03/2019;03/03/2019;;correctif non planifié
OT236986;en cours INV;electrique;changement butee fin de course;ULPRPF0404;CONDISTOCK;;ULPRPF04;BEURRE;ALIM;02/03/2019;02/03/2019;;correctif non planifié
OT236987;clôturé;méc;soudure convoyeur flacon;PFC107;Serac B (DmxR12T12/540 série M12-OM24);01/03/2019 07:10;PFC1;conditionnement 1;Mec;01/03/2019;01/03/2019;;correctif non planifié
OT236988;clôturé;méc;reglage d'air suite defaut applicateur;PFC107;Serac B (DmxR12T12/540 série M12-OM24);01/03/2019 11:26;PFC1;conditionnement 1;Mec;01/03/2019;01/03/2019;;correctif planifié
OT236989;en cours INV;Eté;Distributeur convoyeur entrée serac 1 est démonté;;;;;;;;;;
OT236990;clôturé;Etm;Changement échangeur tubulaire eau chaude NEP 1;;;;;;;;;;
OT236991;clôturé;Etm;Changement filtre F9 du CTA CCH 30;;;;;;;;;;
OT236992;clôturé;Etm;Changement filtre G4 du CTA CCH 50;;;;;;;;;;
OT236993;clôturé;Etm;Changement filtre F9 du CTA suremballage 2;;;;;;;;;;
OT236995;en cours INV;Etm;Changement filtre F9 du CTA conditionnement 2;;;;;;;;;;
OT236996;clôturé;Etm;Fuites d'huile au niveau pistons doseur (présence des traces d'huile sur les flexibles dosage produit);;;;;;;;;;
OT237075;clôturé;Etm;Rouleaux passage bondroles sont attaché avec scotch;;;;;;;;;;
OT237076;clôturé;méc*;Changement courroie;PFC109;Sleever B (10000853-417);27/03/2019 11:25;PFC1;conditionnement 1;Mec;27/03/2019;27/03/2019;;correctif planifié
OT237077;clôturé;élec;cchangement cable alimentation vanne et fiche vampire suite defaut vanne NEP TLP S201XVB22;PFP10808;Vanne;02/03/2019 23:05;PFP108;NEP1;;02/03/2019;02/03/2019;;correctif non planifié
OT237079;clôturé;élec;reparation fuite d'air au niveau maturation;PFM100;Divers Maturation;02/03/2019 00:05;PFM1;Maturation;;02/03/2019;02/03/2019;;correctif planifié
OT237080;clôturé;élec;changement capteur niveau bas du bac de lancement P1B1LSL01;PFP10109;Bac de lancement;03/03/2019 12:35;PFP101;Pasto 1 (Pasto lait 1);;03/03/2019;03/03/2019;;correctif non planifié
OT237465;clôturé;méc*;changement garniture pompe ligne 5 suite fuite;PFP10809;Pompe centrifuge (Booster);03/03/2019 12:36;PFP108;NEP1;;03/03/2019;03/03/2019;;correctif planifié
OT238258;clôturé;élec*;changement variateur suite defaut;PFC101;ERCA 1 (EF320L série 39306);03/03/2019 12:37;PFC1;conditionnement 1;Mec;03/03/2019;03/03/2019;;correctif planifié
OT241404;en cours INV;ENERGETIQUE;CHANGEMENT ROTOR ;ULUTEU0207;PRESSE A BANDE;;ULUTEU02;STATION EAUX USEES B;;04/03/2019;04/03/2019;;correctif planifié
OT242252;en cours INV;ENERGETIQUE;CHANGEMENT CLAPET A BRIDE ;ULUTEU0201;STATION DE RELEVAGE;;ULUTEU02;STATION EAUX USEES B;;04/03/2019;04/03/2019;;correctif planifié
OT244771;en cours INV;automatisme;changement capteur niveau moyenne tank acide;ULPRPT0101;STATION DOSAGE SOUDE ET ACIDE CONCENTRE;;ULPRPT01;NEP;ALIM;04/03/2019;04/03/2019;;correctif planifié
OT244772;clôturé;méc;reparation fuite vapeur au niveau bride entrée detendeur station fruit;PFC205;ERCA Pate Fraiche (MF7 série 29413);04/03/2019 09:45;PFC2;Conditionnement 2;;04/03/2019;04/03/2019;;correctif planifié
OT244773;clôturé;méc*;reparation probleme came soudure suite bruit;PFC205;ERCA Pate Fraiche (MF7 série 29413);04/03/2019 12:38;PFC2;Conditionnement 2;;04/03/2019;04/03/2019;;correctif planifié
OT244776;en cours INV;MECANIQUE;révision réducteur UFP cgangé au cours de la révision 69000H;ULPRPH010407;UNITE FINALE DE PLIAGE;;ULPRPH0104;TBA/8;Mec;02/03/2019;02/03/2019;;correctif planifié
OT244777;en cours INV;MECANIQUE;Fuite au niveau vanne remplissage acide===>Révision la vanne;ULPRSR0103;STATION DOSAGE SOUDE ET ACIDE;;ULPRSR01;STERELISATEUR REDA;Mec;02/03/2019;02/03/2019;;correctif planifié
OT244778;en cours INV;MECANIQUE;Défaut capteur de niveau haut du tank soude N°01===>changement le capteur;ULPRPH0502;NEP TETRA LIGNE 02;;ULPRPH05;NEP TETRA;Mec;04/03/2019;04/03/2019;;correctif non planifié
OT244779;clôturé;méc;reparation pistole d'air de nettoyage machine;PFC101;ERCA 1 (EF320L série 39306);03/03/2019 12:40;PFC1;conditionnement 1;Mec;03/03/2019;03/03/2019;;correctif planifié
OT244780;en cours INV;ELECTRIQUE;Changement lampe URA;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;04/03/2019;04/03/2019;;correctif planifié
OT244781;clôturé;ELECTRIQUE;changement lampe au niveau atelier UHT;ULPRPH0608;ECLAIRAGE;03/03/2019 08:36;ULPRPH06;DIVERS UHT;Elec;03/03/2019;03/03/2019;;correctif planifié
OT244782;clôturé;méc;reparation probleme injection decor;PFC103;ERCA 3 (EF320L série 37212);03/03/2019 23:28;PFC1;conditionnement 1;Mec;03/03/2019;04/03/2019;;correctif planifié
OT244804;clôturé;méc;fixation 2 vis de fixation butée elastique de motoreducteur presse decoupe et fixation cage presse decoupe;PFC101;ERCA 1 (EF320L série 39306);03/03/2019 15:15;PFC1;conditionnement 1;Mec;03/03/2019;04/03/2019;;correctif planifié
OT244806;en cours INV;MECANIQUE;Usure ressort couteau + axe  machoire droite;ULPRPH0405;A3/FLEX;;ULPRPH04;UHT D;Mec;04/03/2019;04/03/2019;;correctif non planifié
OT244807;en cours INV;ELECTRIQUE;intervention;ULPRPS0204;REMPLISSEUSE-CAPSULEUSE;;ULPRPS02;BOUTEILLE;;03/03/2019;03/03/2019;;correctif planifié
OT244837;clôturé;méc*;changement joint evan ;PFP2030608;CD8;04/03/2019 12:42;PFP20306;Cuve Dessert (CD);;04/03/2019;04/03/2019;;correctif planifié
OT244839;clôturé;méc*;changement chaine et tacket;PFS101;Mimasa 1 (L-300 série 446);04/03/2019 12:42;PFS1;Suremballage;Mec;04/03/2019;04/03/2019;;correctif planifié
OT244841;clôturé;élec*;repartion probleme fonctionnement extracteur;PFD00902;Vestiaire ouvriers n°2;05/03/2019 12:43;PFD009;Vestiaire ouvriers;;05/03/2019;05/03/2019;;correctif planifié
OT244845;en cours INV;ELECTRIQUE;Mauvais fonctionnement les baladeurs URA===>Changement carte de commande moteur URA;ULPRPH0205;TBA/8;;ULPRPH02;UHT B;Mec;05/03/2019;05/03/2019;;correctif planifié
OT244852;en cours INV;Eté;Sertissage palette ne fonctionne pas et leur batterie est défectueuse;;;;;;;;;;
OT244853;clôturé;Etm;Tombour Mimasa 1 non fonctionnel;;;;;;;;;;
OT244854;clôturé;Etm;Trace d'huile au dessous Homo G110;;;;;;;;;;
OT244855;clôturé;Etm;Fuite au niveau ligne 2 envoie NEP soutirage CP au dessus de tremie soude acide stork;;;;;;;;;;
OT244856;clôturé;Etm;Fuite au niveau vanne remplissage CD4 (vanne vapeur);;;;;;;;;;
OT244857;en cours INV;ELECTRIQUE;changement selecteur;ULPRPS0205;HYDRAUMATE;;ULPRPS02;BOUTEILLE;;05/03/2019;05/03/2019;;correctif planifié
OT244880;en cours INV;MECANIQUE;changement siège vanne retour de nettoyage tank aseptique;ULPRPH0502;NEP TETRA LIGNE 02;;ULPRPH05;NEP TETRA;Mec;05/03/2019;05/03/2019;;correctif planifié
OT244881;en cours INV;ELECTRIQUE;CHANGEMENT COUTEAU;ULPRPF0301;NOVA;;ULPRPF03;NOVA;Mec;05/03/2019;05/03/2019;;correctif planifié
OT244882;en cours INV;ELECTRIQUE;CHANGEMENT CAPTEUR DE NIVEAU;ULPRPT0101;STATION DOSAGE SOUDE ET ACIDE CONCENTRE;;ULPRPT01;NEP;ALIM;04/03/2019;04/03/2019;;correctif non planifié
OT244883;clôturé;élec;reparation defaut encodeur presse decoupe;PFC101;ERCA 1 (EF320L série 39306);04/03/2019 01:26;PFC1;conditionnement 1;Mec;04/03/2019;04/03/2019;;correctif planifié
OT244894;en cours INV;ENERGETIQUE;REVISION POMOE;ULUTTE010601;surpresseur d'eau n1 vers usine lait ;;ULUTTE0106;SURPRESSEURS D'EAU;Mec;04/03/2019;05/03/2019;;correctif non planifié
OT244895;clôturé;méc;reparation coincement tambour ;PFS101;Mimasa 1 (L-300 série 446);05/03/2019 02:15;PFS1;Suremballage;Mec;05/03/2019;05/03/2019;;correctif planifié
OT244896;clôturé;méc;reparation probleme dechirure ruban ;PFC202;Lormos 1 (4005);05/03/2019 05:30;PFC2;Conditionnement 2;;05/03/2019;06/03/2019;;correctif planifié
OT244900;en cours INV;energetique;changement circuit retour condensat en inox;ULUTVP0103;CIRCUIT ENVOI VAPEUR;;ULUTVP01;PRODUCTION VAPEUR;Mec;06/03/2019;06/03/2019;;correctif planifié
OT244901;clôturé;méc;reparation probleme fuite d'huile au niveau presse decoupe;PFC101;ERCA 1 (EF320L série 39306);05/03/2019 16:00;PFC1;conditionnement 1;Mec;05/03/2019;05/03/2019;;correctif non planifié
OT244914;en cours INV;energetique;changement garniture pompe ;ULUTTE010602;Surpresseur deau n2 vers usine pf;;ULUTTE0106;SURPRESSEURS D'EAU;Mec;06/03/2019;06/03/2019;;correctif non planifié
OT244947;en cours INV;energitique;revision moteur;ULUTEU0201;STATION DE RELEVAGE;;ULUTEU02;STATION EAUX USEES B;;06/03/2019;06/03/2019;;correctif planifié
OT245435;clôturé;Eté;Eclairage escalier process 2 est endommagé;;;;;;;;;;
OT245436;clôturé;Etm;Courroie latérale en cauvaise état;;;;;;;;;;
OT245437;clôturé;Etm;Fuite conduite chambrage côté TM19;;;;;;;;;;
OT245438;en cours INV;MECANIQUE;Mauvais fonctionnement volet droite du bloquage brique entrée polypack===>changement le roulement suite mauvais état;ULPRPH0311;POLYPACK;;ULPRPH03;UHT C;Mec;06/03/2019;06/03/2019;;correctif planifié
OT246428;en cours INV;MECANIQUE;CHANGEMENT KIT JOINT VANNE REGULATRICE;ULPRPT0503;STANDOMATE;;ULPRPT05;PASTO LAIT N1;;05/03/2019;05/03/2019;;correctif non planifié
OT246429;en cours INV;ELECTRIQUE;changement moteur + accouplement du chariot réparé à l'exterieure;ULPRPH0602;CHARIOT PORTE BOBINE ELECTRIQUE;06/03/2019 08:37;ULPRPH06;DIVERS UHT;Elec;06/03/2019;06/03/2019;;correctif planifié
OT246430;en cours INV;ELECTRIQUE;changement lampe eclairage ;GCULZ308;Environnement;;GCULZ3;Zone 3;Mec;07/03/2019;07/03/2019;;correctif planifié
OT246431;en cours INV;ENERGETIQUE;Mise en place vanne d'arrêt au niveau circuit vapeur;ULPRPH0401;STEREDIAL;;ULPRPH04;UHT D;Mec;06/03/2019;06/03/2019;;correctif planifié
OT246453;en cours INV;ECP instalation des nouvelles caméras;Mise en place des nouvelles caméras;GCULZ300;Administration;;GCULZ3;Zone 3;Mec;07/03/2019;07/03/2019;;correctif planifié
OT246454;clôturé;Etm;Circuit d'eau endommagé;;;;;;;;;;
OT246476;en cours INV;ECP vestiaires ouvriers;Réparation lavabo;GCULZ323;Vestiaires UL;;GCULZ3;Zone 3;GC;07/03/2019;07/03/2019;;correctif planifié
OT246477;clôturé;élec*;Changement fusible 2AGG;PFD007;Lave Semelle (Grand model);07/03/2019 12:47;PFD0;Divers;Mec;07/03/2019;07/03/2019;;correctif non planifié
OT246478;en cours INV;ECP circuit désinfection NEP TETRA;mise ven place de nouvelle circuit de désinfection NEP TETRA;GCULZ103;Production  UHT;;GCULZ1;Zone 1;Mec;07/03/2019;07/03/2019;;correctif planifié
OT246479;en cours INV;MECANIQUE;Fuite au niveau vanne eau de réfroidissement V12.06===>Révision la vanne;ULPRPH0301;STEREDIAL;;ULPRPH03;UHT C;Mec;06/03/2019;06/03/2019;;correctif planifié
OT246480;clôturé;méc;Changement courroiemoteur dérouleur bobine;PFC106;Sleever A (03/07-0281);06/03/2019 03:30;PFC1;conditionnement 1;Mec;06/03/2019;06/03/2019;;correctif planifié
OT246481;en cours INV;MECANIQUE;Fuite du lait au niveau plongeur droite===>Révision le plongeur;ULPRPH0302;HOMO STEREDIAL;;ULPRPH03;UHT C;Mec;06/03/2019;06/03/2019;;correctif planifié
OT246483;clôturé;Etm;Réparation bourrage au niveau 12 pots * vérification vérin découpe et injection*changement distributeur ;PFC101;ERCA 1 (EF320L série 39306);06/03/2019 02:00;PFC1;conditionnement 1;Mec;06/03/2019;06/03/2019;;correctif non planifié
OT246484;clôturé;élec;Changement connecteur suite défaut introduction décor;PFC101;ERCA 1 (EF320L série 39306);06/03/2019 03:58;PFC1;conditionnement 1;Mec;06/03/2019;06/03/2019;;correctif non planifié
OT246487;clôturé;méc;Changement membrane doseur 2 suite fuite;PFC206;Galdi RG250;06/03/2019 13:10;PFC2;Conditionnement 2;;06/03/2019;06/03/2019;;correctif planifié
OT246488;en cours INV;MECANIQUE;remplissage bague huile;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;05/03/2019;05/03/2019;;correctif planifié
OT246489;clôturé;élec*;Changement fiche mal du balance Galdi;PFC200;Divers conditionnement 2;07/03/2019 12:48;PFC2;Conditionnement 2;;07/03/2019;07/03/2019;;correctif planifié
OT246490;en cours INV;ELECTRIQUE;réparation climatiseur onduleur atelier UHT;ULPRPH0607;DIVERS EQUIPEMENT;;ULPRPH06;DIVERS UHT;Mec;05/03/2019;05/03/2019;;correctif planifié
OT246491;clôturé;élec*;changement lampe secours;PFD002;Divers électrique UPF;07/03/2019 12:49;PFD0;Divers;;07/03/2019;07/03/2019;;correctif planifié
OT246505;clôturé;méc;Réparation fuillard au niveau pôt n°7;PFC201;ERCA dessert 1 (MF14 série 29313);06/03/2019 22:10;PFC2;Conditionnement 2;;06/03/2019;06/03/2019;;correctif non planifié
OT246506;clôturé;méc;Réparation problème écrasement sous presse découpe;PFC103;ERCA 3 (EF320L série 37212);06/03/2019 02:30;PFC1;conditionnement 1;Mec;06/03/2019;06/03/2019;;correctif planifié
OT246529;clôturé;élec;Réparation défaut capteur présence bouteille avant remplisseuse;PFC104;Serac A (DmxR12T12/540 série M06-OF64);05/03/2019 23:39;PFC1;conditionnement 1;Mec;05/03/2019;06/03/2019;;correctif planifié
OT246530;clôturé;méc;Réglage 2 guide de pliage carton suite problème pliage;PFS103;ET-Packt;05/03/2019 19:00;PFS1;Suremballage;Mec;05/03/2019;05/03/2019;;correctif planifié
